Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Addiction_Level
279,20,Female,Undergraduate,Australia,4.4,Facebook,No,7.4,7,In Relationship,2.0,5,Moderate
280,22,Male,Graduate,Germany,3.6,Instagram,No,7.9,8,Single,1.0,4,Moderate
281,19,Female,Undergraduate,Japan,3.1,LINE,No,8.5,8,Single,1.0,3,Low
282,21,Male,Graduate,Italy,5.3,TikTok,Yes,6.8,5,In Relationship,3.0,8,High
283,20,Female,Undergraduate,South Korea,4.6,KakaoTalk,Yes,7.2,6,Single,3.0,6,Moderate
284,22,Male,Graduate,Russia,4.1,VKontakte,No,7.9,7,In Relationship,2.0,5,Moderate
285,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.4,4,Single,4.0,9,High
286,21,Male,Graduate,UK,5.0,Facebook,Yes,6.6,6,In Relationship,3.0,7,High
287,20,Female,Undergraduate,Australia,4.3,Instagram,No,7.5,7,Single,2.0,5,Moderate
288,22,Male,Graduate,Germany,3.5,Facebook,No,8.0,8,In Relationship,1.0,4,Moderate
289,19,Female,Undergraduate,Japan,3.0,LINE,No,8.6,8,Single,1.0,3,Low
290,21,Male,Graduate,Italy,5.2,Instagram,Yes,6.9,5,Single,3.0,7,High
291,20,Female,Undergraduate,South Korea,4.5,KakaoTalk,Yes,7.3,6,In Relationship,3.0,6,Moderate
292,22,Male,Graduate,Russia,4.0,VKontakte,No,8.0,7,Single,2.0,5,Moderate
293,19,Female,Undergraduate,USA,6.8,TikTok,Yes,5.3,4,In Relationship,4.0,9,High
294,21,Male,Graduate,UK,4.9,Instagram,Yes,6.7,6,Single,3.0,7,High
295,20,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7,In Relationship,2.0,5,Moderate
296,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1.0,4,Moderate
297,19,Female,Undergraduate,Japan,2.9,LINE,No,8.7,8,Single,1.0,3,Low
298,21,Male,Graduate,Italy,5.1,TikTok,Yes,7.0,5,In Relationship,3.0,8,High
299,20,Female,Undergraduate,South Korea,4.4,KakaoTalk,Yes,7.4,6,Single,3.0,6,Moderate
300,22,Male,Graduate,Russia,3.9,VKontakte,No,8.1,7,In Relationship,2.0,5,Moderate
301,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.2,4,Single,4.0,9,High
302,21,Male,Graduate,UK,4.8,Facebook,Yes,6.8,6,In Relationship,3.0,7,High
303,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2.0,5,Moderate
304,22,Male,Graduate,Germany,3.3,Facebook,No,8.2,8,In Relationship,1.0,4,Moderate
305,19,Female,Undergraduate,Japan,2.8,LINE,No,8.8,8,Single,1.0,3,Low
306,21,Male,Graduate,Italy,5.0,Instagram,Yes,7.1,5,Single,3.0,7,High
307,20,Female,Undergraduate,South Korea,4.3,KakaoTalk,Yes,7.5,6,In Relationship,3.0,6,Moderate
308,22,Male,Graduate,Russia,3.8,VKontakte,No,8.2,7,Single,2.0,5,Moderate
309,19,Female,Undergraduate,USA,7.0,TikTok,Yes,5.1,4,In Relationship,4.0,9,High
310,21,Male,Graduate,UK,4.7,Instagram,Yes,6.9,6,Single,3.0,7,High
311,20,Female,Undergraduate,Australia,4.0,Facebook,No,7.8,7,In Relationship,2.0,5,Moderate
312,22,Male,Graduate,Germany,3.2,Instagram,No,8.3,8,Single,1.0,4,Moderate
313,19,Female,Undergraduate,Japan,2.7,LINE,No,8.9,8,Single,1.0,3,Low
314,21,Male,Graduate,Italy,4.9,TikTok,Yes,7.2,5,In Relationship,3.0,8,High
315,20,Female,Undergraduate,South Korea,4.2,KakaoTalk,Yes,7.6,6,Single,3.0,6,Moderate
316,22,Male,Graduate,Russia,3.7,VKontakte,No,8.3,7,In Relationship,2.0,5,Moderate
317,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.0,4,Single,4.0,9,High
318,21,Male,Graduate,UK,4.6,Facebook,Yes,7.0,6,In Relationship,3.0,7,High
319,20,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7,Single,2.0,5,Moderate
320,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1.0,4,Moderate
321,19,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6,Single,3.0,7,High
322,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,In Relationship,2.0,4,Moderate
323,20,Female,Undergraduate,Ireland,5.0,Instagram,Yes,7.0,7,Single,3.0,6,Moderate
324,22,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5,In Relationship,4.0,8,High
325,19,Female,Undergraduate,Switzerland,4.0,Instagram,No,7.9,8,Single,2.0,4,Moderate
326,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Single,3.0,7,High
327,20,Female,Undergraduate,USA,6.8,TikTok,Yes,5.5,5,In Relationship,4.0,9,High
328,22,Male,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6,Single,3.0,7,High
329,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,In Relationship,2.0,5,Moderate
330,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Single,3.0,7,High
331,20,Female,Undergraduate,Spain,5.1,TikTok,Yes,6.7,6,Single,3.0,7,High
332,22,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8,In Relationship,2.0,4,Moderate
333,19,Female,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7,Single,3.0,6,Moderate
334,21,Male,Graduate,India,5.9,WhatsApp,Yes,6.4,5,In Relationship,4.0,8,High
335,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8.0,8,Single,2.0,4,Moderate
336,22,Male,Graduate,Turkey,5.4,TikTok,Yes,6.8,6,Single,3.0,7,High
337,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.4,5,In Relationship,4.0,9,High
338,21,Male,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,6,Single,3.0,7,High
339,20,Female,Undergraduate,France,4.4,Instagram,No,7.6,7,In Relationship,2.0,5,Moderate
340,22,Male,Graduate,Canada,5.2,TikTok,Yes,7.0,6,Single,3.0,7,High
341,19,Female,Undergraduate,Spain,5.0,Instagram,Yes,6.9,6,Single,3.0,7,High
342,21,Male,Graduate,Denmark,3.8,Facebook,No,8.0,8,In Relationship,2.0,4,Moderate
343,20,Female,Undergraduate,Ireland,4.7,TikTok,Yes,7.2,7,Single,3.0,6,Moderate
344,22,Male,Graduate,India,6.0,WhatsApp,Yes,6.3,5,In Relationship,4.0,8,High
345,19,Female,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8,Single,2.0,4,Moderate
346,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3.0,7,High
347,20,Female,Undergraduate,USA,7.0,TikTok,Yes,5.3,5,In Relationship,4.0,9,High
348,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,Single,3.0,7,High
349,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2.0,5,Moderate
350,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3.0,7,High
351,20,Female,Undergraduate,Spain,4.9,TikTok,Yes,7.0,6,Single,3.0,7,High
352,22,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8,In Relationship,2.0,4,Moderate
353,19,Female,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7,Single,3.0,6,Moderate
354,21,Male,Graduate,India,6.1,WhatsApp,Yes,6.2,5,In Relationship,4.0,8,High
355,20,Female,Undergraduate,Switzerland,3.6,Instagram,No,8.2,8,Single,2.0,4,Moderate
356,22,Male,Graduate,Turkey,5.2,TikTok,Yes,7.0,6,Single,3.0,7,High
357,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.2,5,In Relationship,4.0,9,High
358,21,Male,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,6,Single,3.0,7,High
359,20,Female,Undergraduate,France,4.2,Instagram,No,7.8,7,In Relationship,2.0,5,Moderate
360,22,Male,Graduate,Canada,5.0,TikTok,Yes,7.2,6,Single,3.0,7,High
361,19,Female,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6,Single,3.0,7,High
362,21,Male,Graduate,Denmark,3.6,Facebook,No,8.2,8,In Relationship,2.0,4,Moderate
363,20,Female,Undergraduate,Ireland,4.5,TikTok,Yes,7.4,7,Single,3.0,6,Moderate
364,22,Male,Graduate,India,6.2,WhatsApp,Yes,6.1,5,In Relationship,4.0,8,High
365,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Single,2.0,4,Moderate
366,21,Male,Graduate,Turkey,5.1,Instagram,Yes,7.1,6,Single,3.0,7,High
367,20,Female,Undergraduate,USA,7.2,TikTok,Yes,5.1,5,In Relationship,4.0,9,High
368,22,Male,Graduate,Mexico,6.0,WhatsApp,Yes,6.2,6,Single,3.0,7,High
369,19,Female,Undergraduate,France,4.1,Instagram,No,7.9,7,In Relationship,2.0,5,Moderate
370,21,Male,Graduate,Canada,4.9,Instagram,Yes,7.3,6,Single,3.0,7,High
371,20,Female,Undergraduate,Spain,4.7,TikTok,Yes,7.2,6,Single,3.0,7,High
372,22,Male,Graduate,Denmark,3.5,Facebook,No,8.3,8,In Relationship,2.0,4,Moderate
373,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Single,3.0,6,Moderate
374,21,Male,Graduate,India,6.3,WhatsApp,Yes,6.0,5,In Relationship,4.0,8,High
375,20,Female,Undergraduate,Switzerland,3.4,Instagram,No,8.4,8,Single,2.0,4,Moderate
376,22,Male,Graduate,Turkey,5.0,TikTok,Yes,7.2,6,Single,3.0,7,High
377,19,Female,Undergraduate,USA,7.3,Instagram,Yes,5.0,5,In Relationship,4.0,9,High
378,21,Male,Graduate,Mexico,6.1,WhatsApp,Yes,6.1,6,Single,3.0,7,High
379,20,Female,Undergraduate,France,4.0,Instagram,No,8.0,7,In Relationship,2.0,5,Moderate
380,22,Male,Graduate,Canada,4.8,TikTok,Yes,7.4,6,Single,3.0,7,High
381,19,Female,Undergraduate,Spain,4.6,Instagram,Yes,7.3,6,Single,3.0,7,High
382,21,Male,Graduate,Denmark,3.4,Facebook,No,8.4,8,In Relationship,2.0,4,Moderate
383,20,Female,Undergraduate,Ireland,4.3,TikTok,Yes,7.6,7,Single,3.0,6,Moderate
384,22,Male,Graduate,India,6.4,WhatsApp,Yes,5.9,5,In Relationship,4.0,8,High
385,19,Female,Undergraduate,Switzerland,3.3,Instagram,No,8.5,8,Single,2.0,4,Moderate
386,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Single,3.0,7,High
387,20,Female,Undergraduate,USA,7.4,TikTok,Yes,4.9,5,In Relationship,4.0,9,High
388,22,Male,Graduate,Mexico,6.2,WhatsApp,Yes,6.0,6,Single,3.0,7,High
389,19,Female,Undergraduate,France,3.9,Instagram,No,8.1,7,In Relationship,2.0,5,Moderate
390,21,Male,Graduate,Canada,4.7,Instagram,Yes,7.5,6,Single,3.0,7,High
391,20,Female,Undergraduate,Spain,4.5,TikTok,Yes,7.4,6,Single,3.0,7,High
392,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,In Relationship,2.0,4,Moderate
393,19,Female,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,7,Single,3.0,6,Moderate
394,21,Male,Graduate,India,6.5,WhatsApp,Yes,5.8,5,In Relationship,4.0,8,High
395,20,Female,Undergraduate,Switzerland,3.2,Instagram,No,8.6,8,Single,2.0,4,Moderate
396,22,Male,Graduate,Turkey,4.8,TikTok,Yes,7.4,6,Single,3.0,7,High
397,19,Female,Undergraduate,USA,7.5,Instagram,Yes,4.8,5,In Relationship,4.0,9,High
398,21,Male,Graduate,Mexico,6.3,WhatsApp,Yes,5.9,6,Single,3.0,7,High
399,20,Female,Undergraduate,France,3.8,Instagram,No,8.2,7,In Relationship,2.0,5,Moderate
400,22,Male,Graduate,Canada,4.6,TikTok,Yes,7.6,6,Single,3.0,7,High
401,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3.0,7,High
402,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,In Relationship,2.0,4,Moderate
403,20,Female,Undergraduate,Ireland,4.1,TikTok,Yes,7.8,7,Single,3.0,6,Moderate
404,22,Male,Graduate,India,6.6,WhatsApp,Yes,5.7,5,In Relationship,4.0,8,High
405,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2.0,4,Moderate
406,21,Male,Graduate,Turkey,4.7,Instagram,Yes,7.5,6,Single,3.0,7,High
407,20,Female,Undergraduate,USA,7.6,TikTok,Yes,4.7,5,In Relationship,4.0,9,High
408,22,Male,Graduate,Mexico,6.4,WhatsApp,Yes,5.8,6,Single,3.0,7,High
409,19,Female,Undergraduate,France,3.7,Instagram,No,8.3,7,In Relationship,2.0,5,Moderate
410,21,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6,Single,3.0,7,High
411,20,Female,Undergraduate,Spain,4.3,TikTok,Yes,7.6,6,Single,3.0,7,High
412,22,Male,Graduate,Denmark,3.1,Facebook,No,8.7,8,In Relationship,2.0,4,Moderate
413,19,Female,Undergraduate,Ireland,4.0,Instagram,Yes,7.9,7,Single,3.0,6,Moderate
414,21,Male,Graduate,India,6.7,WhatsApp,Yes,5.6,5,In Relationship,4.0,8,High
415,20,Female,Undergraduate,Switzerland,3.0,Instagram,No,8.8,8,Single,2.0,4,Moderate
416,22,Male,Graduate,Turkey,4.6,TikTok,Yes,7.6,6,Single,3.0,7,High
417,19,Female,Undergraduate,USA,7.7,Instagram,Yes,4.6,5,In Relationship,4.0,9,High
418,21,Male,Graduate,Mexico,6.5,WhatsApp,Yes,5.7,6,Single,3.0,7,High
419,20,Female,Undergraduate,France,3.6,Instagram,No,8.4,7,In Relationship,2.0,5,Moderate
420,22,Male,Graduate,Canada,4.4,TikTok,Yes,7.8,6,Single,3.0,7,High
421,19,Female,Undergraduate,Spain,4.2,Instagram,Yes,7.7,6,Single,3.0,7,High
422,21,Male,Graduate,Denmark,3.0,Facebook,No,8.8,8,In Relationship,2.0,4,Moderate
423,20,Female,Undergraduate,Ireland,3.9,TikTok,Yes,8.0,7,Single,3.0,6,Moderate
424,22,Male,Graduate,India,6.8,WhatsApp,Yes,5.5,5,In Relationship,4.0,8,High
425,19,Female,Undergraduate,Switzerland,2.9,Instagram,No,8.9,8,Single,2.0,4,Moderate
426,21,Male,Graduate,Turkey,4.5,Instagram,Yes,7.7,6,Single,3.0,7,High
427,20,Female,Undergraduate,USA,7.8,TikTok,Yes,4.5,5,In Relationship,4.0,9,High
428,22,Male,Graduate,Mexico,6.6,WhatsApp,Yes,5.6,6,Single,3.0,7,High
429,19,Female,Undergraduate,France,3.5,Instagram,No,8.5,7,In Relationship,2.0,5,Moderate
430,21,Male,Graduate,Canada,4.3,Instagram,Yes,7.9,6,Single,3.0,7,High
431,20,Female,Undergraduate,Spain,4.1,TikTok,Yes,7.8,6,Single,3.0,7,High
432,22,Male,Graduate,Denmark,2.9,Facebook,No,8.9,8,In Relationship,2.0,4,Moderate
433,19,Female,Undergraduate,Ireland,3.8,Instagram,Yes,8.1,7,Single,3.0,6,Moderate
434,21,Male,Graduate,India,6.9,WhatsApp,Yes,5.4,5,In Relationship,4.0,8,High
435,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9.0,8,Single,2.0,4,Moderate
436,22,Male,Graduate,Turkey,4.4,TikTok,Yes,7.8,6,Single,3.0,7,High
437,19,Female,Undergraduate,USA,7.9,Instagram,Yes,4.4,5,In Relationship,4.0,9,High
438,21,Male,Graduate,Mexico,6.7,WhatsApp,Yes,5.5,6,Single,3.0,7,High
439,20,Female,Undergraduate,France,3.4,Instagram,No,8.6,7,In Relationship,2.0,5,Moderate
440,22,Male,Graduate,Canada,4.2,TikTok,Yes,8.0,6,Single,3.0,7,High
441,19,Female,Undergraduate,Spain,4.0,Instagram,Yes,7.9,6,Single,3.0,7,High
442,21,Male,Graduate,Denmark,2.8,Facebook,No,9.0,8,In Relationship,2.0,4,Moderate
443,20,Female,Undergraduate,Ireland,3.7,TikTok,Yes,8.2,7,Single,3.0,6,Moderate
444,22,Male,Graduate,India,7.0,WhatsApp,Yes,5.3,5,In Relationship,4.0,8,High
445,19,Female,Undergraduate,Switzerland,2.7,Instagram,No,9.1,8,Single,2.0,4,Moderate
446,21,Male,Graduate,Turkey,4.3,Instagram,Yes,7.9,6,Single,3.0,7,High
447,20,Female,Undergraduate,USA,8.0,TikTok,Yes,4.3,5,In Relationship,4.0,9,High
448,22,Male,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,6,Single,3.0,7,High
449,19,Female,Undergraduate,France,3.3,Instagram,No,8.7,7,In Relationship,2.0,5,Moderate
450,21,Male,Graduate,Canada,4.1,Instagram,Yes,8.1,6,Single,3.0,7,High
451,20,Female,Undergraduate,Spain,3.9,TikTok,Yes,8.0,6,Single,3.0,7,High
452,22,Male,Graduate,Denmark,2.7,Facebook,No,9.1,8,In Relationship,2.0,4,Moderate
453,19,Female,Undergraduate,Ireland,3.6,Instagram,Yes,8.3,7,Single,3.0,6,Moderate
454,21,Male,Graduate,India,7.1,WhatsApp,Yes,5.2,5,In Relationship,4.0,8,High
455,20,Female,Undergraduate,Switzerland,2.6,Instagram,No,9.2,8,Single,2.0,4,Moderate
456,22,Male,Graduate,Turkey,4.2,TikTok,Yes,8.0,6,Single,3.0,7,High
457,19,Female,Undergraduate,USA,8.1,Instagram,Yes,4.2,5,In Relationship,4.0,9,High
458,21,Male,Graduate,Mexico,6.9,WhatsApp,Yes,5.3,6,Single,3.0,7,High
459,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,In Relationship,2.0,5,Moderate
460,22,Male,Graduate,Canada,4.0,TikTok,Yes,8.2,6,Single,3.0,7,High
461,19,Female,Undergraduate,Spain,3.8,Instagram,Yes,8.1,6,Single,3.0,7,High
462,21,Male,Graduate,Denmark,2.6,Facebook,No,9.2,8,In Relationship,2.0,4,Moderate
463,20,Female,Undergraduate,Ireland,3.5,TikTok,Yes,8.4,7,Single,3.0,6,Moderate
464,22,Male,Graduate,India,7.2,WhatsApp,Yes,5.1,5,In Relationship,4.0,8,High
465,19,Female,Undergraduate,Switzerland,2.5,Instagram,No,9.3,8,Single,2.0,4,Moderate
466,21,Male,Graduate,Turkey,4.1,Instagram,Yes,8.1,6,Single,3.0,7,High
467,20,Female,Undergraduate,USA,8.2,TikTok,Yes,4.1,5,In Relationship,4.0,9,High
468,22,Male,Graduate,Mexico,7.0,WhatsApp,Yes,5.2,6,Single,3.0,7,High
469,19,Female,Undergraduate,France,3.1,Instagram,No,8.9,7,In Relationship,2.0,5,Moderate
470,21,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6,Single,3.0,7,High
471,20,Female,Undergraduate,Spain,3.7,TikTok,Yes,8.2,6,Single,3.0,7,High
472,22,Male,Graduate,Denmark,2.5,Facebook,No,9.3,8,In Relationship,2.0,4,Moderate
473,19,Female,Undergraduate,Ireland,3.4,Instagram,Yes,8.5,7,Single,3.0,6,Moderate
474,21,Male,Graduate,India,7.3,WhatsApp,Yes,5.0,5,In Relationship,4.0,8,High
475,20,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8,Single,2.0,4,Moderate
476,22,Male,Graduate,Turkey,4.0,TikTok,Yes,8.2,6,Single,3.0,7,High
477,19,Female,Undergraduate,USA,8.3,Instagram,Yes,4.0,5,In Relationship,4.0,9,High
478,21,Male,Graduate,Mexico,7.1,WhatsApp,Yes,5.1,6,Single,3.0,7,High
479,20,Female,Undergraduate,France,3.0,Instagram,No,9.0,7,In Relationship,2.0,5,Moderate
480,22,Male,Graduate,Canada,3.8,TikTok,Yes,8.4,6,Single,3.0,7,High
481,19,Female,Undergraduate,Spain,3.6,Instagram,Yes,8.3,6,Single,3.0,7,High
482,21,Male,Graduate,Denmark,2.4,Facebook,No,9.4,8,In Relationship,2.0,4,Moderate
483,20,Female,Undergraduate,Ireland,3.3,TikTok,Yes,8.6,7,Single,3.0,6,Moderate
484,22,Male,Graduate,India,7.4,WhatsApp,Yes,4.9,5,In Relationship,4.0,8,High
485,19,Female,Undergraduate,Switzerland,2.3,Instagram,No,9.5,8,Single,2.0,4,Moderate
486,21,Male,Graduate,Turkey,3.9,Instagram,Yes,8.3,6,Single,3.0,7,High
487,20,Female,Undergraduate,USA,8.4,TikTok,Yes,3.9,5,In Relationship,4.0,9,High
488,22,Male,Graduate,Mexico,7.2,WhatsApp,Yes,5.0,6,Single,3.0,7,High
489,19,Female,Undergraduate,France,2.9,Instagram,No,9.1,7,In Relationship,2.0,5,Moderate
490,21,Male,Graduate,Canada,3.7,Instagram,Yes,8.5,6,Single,3.0,7,High
491,20,Female,Undergraduate,Spain,3.5,TikTok,Yes,8.4,6,Single,3.0,7,High
492,22,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8,In Relationship,2.0,4,Moderate
493,19,Female,Undergraduate,Ireland,3.2,Instagram,Yes,8.7,7,Single,3.0,6,Moderate
494,21,Male,Graduate,India,7.5,WhatsApp,Yes,4.8,5,In Relationship,4.0,8,High
495,20,Female,Undergraduate,Switzerland,2.2,Instagram,No,9.6,8,Single,2.0,4,Moderate
496,22,Male,Graduate,Turkey,3.8,TikTok,Yes,8.4,6,Single,3.0,7,High
497,19,Female,Undergraduate,USA,8.5,Instagram,Yes,3.8,5,In Relationship,4.0,9,High
498,21,Male,Graduate,Mexico,7.3,WhatsApp,Yes,4.9,6,Single,3.0,7,High
499,20,Female,Undergraduate,France,2.8,Instagram,No,9.2,7,In Relationship,2.0,5,Moderate
500,22,Male,Graduate,Canada,3.6,TikTok,Yes,8.6,6,Single,3.0,7,High
501,19,Female,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,6,Single,3.0,7,High
502,21,Male,Graduate,China,4.5,WeChat,No,7.8,7,In Relationship,2.0,5,Moderate
503,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2.0,4,Moderate
504,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,In Relationship,3.0,6,Moderate
505,19,Female,Undergraduate,Singapore,5.1,TikTok,Yes,7.0,6,Single,3.0,7,High
506,21,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6,Single,3.0,7,High
507,20,Female,Undergraduate,UAE,6.5,Instagram,Yes,6.5,5,In Relationship,4.0,8,High
508,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2.0,5,Moderate
509,19,Female,Undergraduate,India,6.8,WhatsApp,Yes,6.0,5,In Relationship,4.0,8,High
510,21,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7,Single,3.0,6,Moderate
511,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3.0,7,High
512,22,Male,Graduate,China,4.4,WeChat,No,7.9,7,In Relationship,2.0,5,Moderate
513,19,Female,Undergraduate,Netherlands,3.7,TikTok,No,8.3,8,Single,2.0,4,Moderate
514,21,Male,Graduate,New Zealand,4.6,Instagram,Yes,7.6,7,In Relationship,3.0,6,Moderate
515,20,Female,Undergraduate,Singapore,5.2,TikTok,Yes,6.9,6,Single,3.0,7,High
516,22,Male,Graduate,Malaysia,5.6,WhatsApp,Yes,6.7,6,Single,3.0,7,High
517,19,Female,Undergraduate,UAE,6.6,Instagram,Yes,6.4,5,In Relationship,4.0,8,High
518,21,Male,Graduate,Poland,4.1,Facebook,No,8.0,7,Single,2.0,5,Moderate
519,20,Female,Undergraduate,India,6.9,WhatsApp,Yes,5.9,5,In Relationship,4.0,8,High
520,22,Male,Graduate,Canada,4.7,TikTok,Yes,7.5,7,Single,3.0,6,Moderate
521,19,Female,Undergraduate,Brazil,6.0,WhatsApp,Yes,6.5,6,Single,3.0,7,High
522,21,Male,Graduate,China,4.3,WeChat,No,8.0,7,In Relationship,2.0,5,Moderate
523,20,Female,Undergraduate,Netherlands,3.6,Instagram,No,8.4,8,Single,2.0,4,Moderate
524,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3.0,6,Moderate
525,19,Female,Undergraduate,Singapore,5.3,TikTok,Yes,6.8,6,Single,3.0,7,High
526,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3.0,7,High
527,20,Female,Undergraduate,UAE,6.7,Instagram,Yes,6.3,5,In Relationship,4.0,8,High
528,22,Male,Graduate,Poland,4.0,Facebook,No,8.1,7,Single,2.0,5,Moderate
529,19,Female,Undergraduate,India,7.0,WhatsApp,Yes,5.8,5,In Relationship,4.0,8,High
530,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Single,3.0,6,Moderate
531,20,Female,Undergraduate,Brazil,5.9,TikTok,Yes,6.6,6,Single,3.0,7,High
532,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,In Relationship,2.0,5,Moderate
533,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Single,2.0,4,Moderate
534,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3.0,6,Moderate
535,20,Female,Undergraduate,Singapore,5.4,TikTok,Yes,6.7,6,Single,3.0,7,High
536,22,Male,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,6,Single,3.0,7,High
537,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4.0,8,High
538,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,Single,2.0,5,Moderate
539,20,Female,Undergraduate,India,7.1,WhatsApp,Yes,5.7,5,In Relationship,4.0,8,High
540,22,Male,Graduate,Canada,4.5,TikTok,Yes,7.7,7,Single,3.0,6,Moderate
541,19,Female,Undergraduate,Brazil,5.8,WhatsApp,Yes,6.7,6,Single,3.0,7,High
542,21,Male,Graduate,China,4.1,WeChat,No,8.2,7,In Relationship,2.0,5,Moderate
543,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2.0,4,Moderate
544,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,In Relationship,3.0,6,Moderate
545,19,Female,Undergraduate,Singapore,5.5,TikTok,Yes,6.6,6,Single,3.0,7,High
546,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Single,3.0,7,High
547,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,In Relationship,4.0,8,High
548,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2.0,5,Moderate
549,19,Female,Undergraduate,India,7.2,WhatsApp,Yes,5.6,5,In Relationship,4.0,8,High
550,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3.0,6,Moderate
551,20,Female,Undergraduate,Brazil,5.7,TikTok,Yes,6.8,6,Single,3.0,7,High
552,22,Male,Graduate,China,4.0,WeChat,No,8.3,7,In Relationship,2.0,5,Moderate
553,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Single,2.0,4,Moderate
554,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8.0,7,In Relationship,3.0,6,Moderate
555,20,Female,Undergraduate,Singapore,5.6,TikTok,Yes,6.5,6,Single,3.0,7,High
556,22,Male,Graduate,Malaysia,6.0,WhatsApp,Yes,6.3,6,Single,3.0,7,High
557,19,Female,Undergraduate,UAE,7.0,Instagram,Yes,6.0,5,In Relationship,4.0,8,High
558,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Single,2.0,5,Moderate
